District,Year,Yield,Rainfall,Temperature,Humidity,Sunlight,Soil_Moisture,Soil_Type,Pest_Risk,PFJ_Policy,Yield_Lag1,Growing_Degree_Days,Water_Availability,Climate_Stress,Moisture_Temp_Ratio,Rainfall_per_Sun,Years_Since_PFJ,Yield_Change,Yield_Growth_Rate
Abura Asebu Kwamankese,2018,2.25,838.0,25.19143790849673,89.35045751633987,16.29300653594771,0.7490196078431373,Forest Ochrosol,0,1,2.04,410.44426249305815,627.678431372549,0.2788191515681131,0.028597880363038362,48.45889569624655,1,0.20999999999999996,0.10289073983341498
Adaklu Anyigbe,2018,2.25,590.22,26.28549019607843,82.53732026143791,17.37,0.5961437908496732,Tropical Black Earth,0,1,2.04,456.57896470588236,351.8559882352941,0.3146556546680635,0.021848381193289065,32.1295590636908,1,0.20999999999999996,0.10289073983341498
Adansi North,2018,2.25,858.41,25.2018954248366,86.21901960784314,16.513790849673203,0.6926797385620915,Forest Ochrosol,0,1,2.04,416.1788300610876,594.603214379085,0.2889495380497298,0.0264362454444996,49.01337508070204,1,0.20999999999999996,0.10289073983341498
Adansi South,2018,2.25,867.39,25.07986928104575,88.36908496732026,16.513790849673203,0.7415032679738562,Forest Ochrosol,0,1,2.04,414.16371584433335,643.1725196078431,0.28063249489705244,0.028432016279804125,49.526113874780286,1,0.20999999999999996,0.10289073983341498
Adenta Madina,2018,2.25,656.68,25.936078431372547,87.43620915032679,17.31156862745098,0.8239869281045751,Coastal Savannah,0,1,2.04,448.99420169165705,541.0957359477123,0.2932744254933581,0.030590456224127805,35.86148261572561,1,0.20999999999999996,0.10289073983341498
Adentan,2018,2.25,656.68,25.936078431372547,87.43620915032679,17.31156862745098,0.8239869281045751,Coastal Savannah,0,1,2.04,448.99420169165705,541.0957359477123,0.2932744254933581,0.030590456224127805,35.86148261572561,1,0.20999999999999996,0.10289073983341498
Afigya Kwabre,2018,2.25,849.42,25.13823529411765,85.28921568627452,16.513790849673203,0.655686274509804,Forest Ochrosol,0,1,2.04,415.127559976932,556.9530352941176,0.29132534227120377,0.025085330632759462,48.50006530801124,1,0.20999999999999996,0.10289073983341498
Afram Plains,2018,2.25,840.42,26.73718954248366,80.59241830065359,17.60300653594771,0.6069281045751634,Forest Ochrosol,0,1,2.04,470.6549222692126,510.0745176470588,0.3276920833987523,0.02188138432863078,45.17656854960545,1,0.20999999999999996,0.10289073983341498
Agona,2018,2.25,818.23,25.65026143790849,83.46111111111111,16.513790849673203,0.6310457516339869,Forest Ochrosol,0,1,2.04,423.58305262505866,516.3405653594771,0.303693156536442,0.023678782780583156,46.719183015438816,1,0.20999999999999996,0.10289073983341498
Agona East,2018,2.25,754.47,25.52888888888889,87.98660130718955,17.31156862745098,0.7529411764705882,Forest Ochrosol,0,1,2.04,441.94511198257084,568.0715294117647,0.2868846378429594,0.028381934110551572,41.20182248444677,1,0.20999999999999996,0.10289073983341498
Agona West,2018,2.25,832.43,25.534183006535947,88.0675816993464,17.62797385620915,0.7755555555555556,Forest Ochrosol,0,1,2.04,450.1159104788756,645.5957111111111,0.2866832411901369,0.0292285447554394,44.687092993880874,1,0.20999999999999996,0.10289073983341498
Ahafo Ano North,2018,2.25,831.6,25.205490196078436,85.69712418300654,16.083856209150326,0.6247058823529411,Forest Ochrosol,0,1,2.04,405.40147999487385,519.5054117647059,0.29073040696105296,0.023838740572249485,48.677534499183196,1,0.20999999999999996,0.10289073983341498
Ahafo Ano South,2018,2.25,849.42,25.13823529411765,85.28921568627452,16.513790849673203,0.655686274509804,Forest Ochrosol,0,1,2.04,415.127559976932,556.9530352941176,0.29132534227120377,0.025085330632759462,48.50006530801124,1,0.20999999999999996,0.10289073983341498
Ahanta West,2018,2.25,832.43,25.534183006535947,88.0675816993464,17.62797385620915,0.7755555555555556,Forest Ochrosol,0,1,2.04,450.1159104788756,645.5957111111111,0.2866832411901369,0.0292285447554394,44.687092993880874,1,0.20999999999999996,0.10289073983341498
Ajumako Enyan Esiam,2018,2.25,838.0,25.19143790849673,89.35045751633987,17.31156862745098,0.7490196078431373,Forest Ochrosol,0,1,2.04,436.1033061771114,627.678431372549,0.2788191515681131,0.028597880363038362,45.76341967469402,1,0.20999999999999996,0.10289073983341498
Akatsi,2018,2.25,575.8,26.329477124183004,84.73196078431373,17.37,0.6945098039215687,Tropical Black Earth,0,1,2.04,457.3430176470588,399.8987450980392,0.3071139034183909,0.025412480479072852,31.34458356015242,1,0.20999999999999996,0.10289073983341498
Akontombra,2018,2.25,922.6,24.91777777777778,89.66346405228758,16.083856209150326,0.7643790849673203,Forest Ochrosol,0,1,2.04,400.7739548293392,705.2161437908497,0.27483813946715246,0.029492462336902524,54.004200732258795,1,0.20999999999999996,0.10289073983341498
Akuapim North,2018,2.25,638.79,25.669738562091503,86.3070588235294,17.31156862745098,0.7181699346405228,Forest Ochrosol,0,1,2.04,444.3834407663719,458.75977254901954,0.2940167600191047,0.026928270517857008,34.88450459904271,1,0.20999999999999996,0.10289073983341498
Akuapim South,2018,2.25,638.79,25.669738562091503,86.3070588235294,17.31156862745098,0.7181699346405228,Forest Ochrosol,0,1,2.04,444.3834407663719,458.75977254901954,0.2940167600191047,0.026928270517857008,34.88450459904271,1,0.20999999999999996,0.10289073983341498
Akyemansa,2018,2.25,867.39,25.07986928104575,88.36908496732026,16.513790849673203,0.7415032679738562,Forest Ochrosol,0,1,2.04,414.16371584433335,643.1725196078431,0.28063249489705244,0.028432016279804125,49.526113874780286,1,0.20999999999999996,0.10289073983341498
Amansie Central,2018,2.25,920.36,25.05222222222222,89.12967320261438,16.513790849673203,0.756797385620915,Forest Ochrosol,0,1,2.04,413.70715809731297,696.5260418300654,0.27795753975390575,0.02904924498054436,52.55058758550685,1,0.20999999999999996,0.10289073983341498
Amansie West,2018,2.25,908.64,25.05888888888889,87.34228758169935,16.513790849673203,0.7222875816993465,Forest Ochrosol,0,1,2.04,413.8172500363109,656.2993882352941,0.2836567806297105,0.027717512622240727,51.881400651587356,1,0.20999999999999996,0.10289073983341498
Amenfi East,2018,2.25,920.36,25.05222222222222,89.12967320261438,15.928888888888888,0.756797385620915,Forest Ochrosol,0,1,2.04,399.0540641975308,696.5260418300654,0.27795753975390575,0.02904924498054436,54.366237857705435,1,0.20999999999999996,0.10289073983341498
Amenfi West,2018,2.25,922.6,24.91777777777778,89.66346405228758,15.928888888888888,0.7643790849673203,Forest Ochrosol,0,1,2.04,396.9125135802469,705.2161437908497,0.27483813946715246,0.029492462336902524,54.49855605145708,1,0.20999999999999996,0.10289073983341498
Aowin Suaman,2018,2.25,908.97,25.026601307189544,89.1024183006536,15.928888888888888,0.7250980392156863,Forest Ochrosol,0,1,2.04,398.64595148874366,659.0923647058823,0.27775726533422024,0.027859881920709578,53.693423470727225,1,0.20999999999999996,0.10289073983341498
Asante Akim North,2018,2.25,782.89,26.347581699346403,81.57745098039216,16.81248366013072,0.6090196078431372,Forest Ochrosol,0,1,2.04,442.9682868042206,476.7953607843137,0.31906508842955905,0.02226959643227586,43.95175961633722,1,0.20999999999999996,0.10289073983341498
Asante Akim South,2018,2.25,858.41,25.2018954248366,86.21901960784314,16.513790849673203,0.6926797385620915,Forest Ochrosol,0,1,2.04,416.1788300610876,594.603214379085,0.2889495380497298,0.0264362454444996,49.01337508070204,1,0.20999999999999996,0.10289073983341498
Ashaiman,2018,2.25,656.68,25.936078431372547,87.43620915032679,17.31156862745098,0.8239869281045751,Coastal Savannah,0,1,2.04,448.99420169165705,541.0957359477123,0.2932744254933581,0.030590456224127805,35.86148261572561,1,0.20999999999999996,0.10289073983341498
Asikuma Odoben Brakwa,2018,2.25,838.0,25.19143790849673,89.35045751633987,17.31156862745098,0.7490196078431373,Forest Ochrosol,0,1,2.04,436.1033061771114,627.678431372549,0.2788191515681131,0.028597880363038362,45.76341967469402,1,0.20999999999999996,0.10289073983341498
Assin North,2018,2.25,867.39,25.07986928104575,88.36908496732026,16.29300653594771,0.7415032679738562,Forest Ochrosol,0,1,2.04,408.6264741167926,643.1725196078431,0.28063249489705244,0.028432016279804125,50.158426656285556,1,0.20999999999999996,0.10289073983341498
Assin South,2018,2.25,838.0,25.19143790849673,89.35045751633987,16.29300653594771,0.7490196078431373,Forest Ochrosol,0,1,2.04,410.44426249305815,627.678431372549,0.2788191515681131,0.028597880363038362,48.45889569624655,1,0.20999999999999996,0.10289073983341498
Asunafo North,2018,2.25,831.6,25.205490196078436,85.69712418300654,16.083856209150326,0.6247058823529411,Forest Ochrosol,0,1,2.04,405.40147999487385,519.5054117647059,0.29073040696105296,0.023838740572249485,48.677534499183196,1,0.20999999999999996,0.10289073983341498
Asunafo South,2018,2.25,907.18,24.97084967320261,87.9821568627451,16.083856209150326,0.7201960784313726,Forest Ochrosol,0,1,2.04,401.6275555640992,653.3474784313726,0.2806276061808675,0.02773094016921939,53.10159421232444,1,0.20999999999999996,0.10289073983341498
Asuogyaman,2018,2.25,683.96,26.16267973856209,82.57660130718953,17.37,0.6435947712418301,Forest Ochrosol,0,1,2.04,454.44574705882354,440.1930797385621,0.3130383304580667,0.023694082374653806,37.232444202504084,1,0.20999999999999996,0.10289073983341498
Asutifi,2018,2.25,831.6,25.205490196078436,85.69712418300654,16.30169934640523,0.6247058823529411,Forest Ochrosol,0,1,2.04,410.89232305523524,519.5054117647059,0.29073040696105296,0.023838740572249485,48.06464286253948,1,0.20999999999999996,0.10289073983341498
Atebubu Amantin,2018,2.25,806.23,26.296797385620916,81.48228758169934,17.60300653594771,0.606078431372549,Forest Ochrosol,0,1,2.04,462.90269625357763,488.6386137254902,0.3188175080567902,0.022203279850397828,43.33869358386093,1,0.20999999999999996,0.10289073983341498
Atiwa,2018,2.25,763.25,25.06196078431373,87.57764705882353,16.81248366013072,0.7,Forest Ochrosol,0,1,2.04,421.35380617711144,534.275,0.2829377570581699,0.02685906888561196,42.8491621136678,1,0.20999999999999996,0.10289073983341498
Atwima Kwanwoma,2018,2.25,849.42,25.13823529411765,85.28921568627452,16.513790849673203,0.655686274509804,Forest Ochrosol,0,1,2.04,415.127559976932,556.9530352941176,0.29132534227120377,0.025085330632759462,48.50006530801124,1,0.20999999999999996,0.10289073983341498
Atwima Mponua,2018,2.25,908.64,25.05888888888889,87.34228758169935,16.083856209150326,0.7222875816993465,Forest Ochrosol,0,1,2.04,403.04356564996374,656.2993882352941,0.2836567806297105,0.027717512622240727,53.187055011228736,1,0.20999999999999996,0.10289073983341498
Atwima Nwabiagya,2018,2.25,908.64,25.05888888888889,87.34228758169935,16.513790849673203,0.7222875816993465,Forest Ochrosol,0,1,2.04,413.8172500363109,656.2993882352941,0.2836567806297105,0.027717512622240727,51.881400651587356,1,0.20999999999999996,0.10289073983341498
Awutu Senya,2018,2.25,754.47,25.52888888888889,87.98660130718955,17.31156862745098,0.7529411764705882,Forest Ochrosol,0,1,2.04,441.94511198257084,568.0715294117647,0.2868846378429594,0.028381934110551572,41.20182248444677,1,0.20999999999999996,0.10289073983341498
Bawku,2018,2.25,769.14,27.84183006535948,73.46888888888888,20.03653594771242,0.5622875816993465,Savanna Ochrosol,0,1,2.04,557.8538289546757,432.4778705882353,0.37387196829136005,0.019495558375634516,36.56210328125048,1,0.20999999999999996,0.10289073983341498
Bawku West,2018,2.25,846.22,28.2543137254902,71.66215686274509,19.13673202614379,0.6070588235294118,Savanna Ochrosol,0,1,2.04,540.6952303473023,513.7053176470588,0.388844963394922,0.02075108748835432,42.02370071277411,1,0.20999999999999996,0.10289073983341498
Bekwai,2018,2.25,908.64,25.05888888888889,87.34228758169935,16.513790849673203,0.7222875816993465,Forest Ochrosol,0,1,2.04,413.8172500363109,656.2993882352941,0.2836567806297105,0.027717512622240727,51.881400651587356,1,0.20999999999999996,0.10289073983341498
Berekum,2018,2.25,737.23,25.413267973856208,83.52986928104575,16.30169934640523,0.5890849673202614,Forest Ochrosol,0,1,2.04,414.2794539194327,434.2911104575163,0.30064246153465496,0.022302615787767585,42.61026534096919,1,0.20999999999999996,0.10289073983341498
Bia,2018,2.25,908.97,25.026601307189544,89.1024183006536,15.77718954248366,0.7250980392156863,Forest Ochrosol,0,1,2.04,394.8494324276988,659.0923647058823,0.27775726533422024,0.027859881920709578,54.17891940114768,1,0.20999999999999996,0.10289073983341498
Biakoye,2018,2.25,656.68,25.936078431372547,87.43620915032679,17.31156862745098,0.8239869281045751,Tropical Black Earth,0,1,2.04,448.99420169165705,541.0957359477123,0.2932744254933581,0.030590456224127805,35.86148261572561,1,0.20999999999999996,0.10289073983341498
Bibiani Anhwiaso Bekwai,2018,2.25,907.18,24.97084967320261,87.9821568627451,16.083856209150326,0.7201960784313726,Forest Ochrosol,0,1,2.04,401.6275555640992,653.3474784313726,0.2806276061808675,0.02773094016921939,53.10159421232444,1,0.20999999999999996,0.10289073983341498
Binduri,2018,2.25,769.14,27.84183006535948,73.46888888888888,19.13673202614379,0.5622875816993465,Savanna Ochrosol,0,1,2.04,532.8016410782178,432.4778705882353,0.37387196829136005,0.019495558375634516,38.195870064785844,1,0.20999999999999996,0.10289073983341498
Birim Central,2018,2.25,867.39,25.07986928104575,88.36908496732026,17.31156862745098,0.7415032679738562,Forest Ochrosol,0,1,2.04,434.1718782263232,643.1725196078431,0.28063249489705244,0.028432016279804125,47.36841598046879,1,0.20999999999999996,0.10289073983341498
Birim North,2018,2.25,858.41,25.2018954248366,86.21901960784314,16.81248366013072,0.6926797385620915,Forest Ochrosol,0,1,2.04,423.7064550343885,594.603214379085,0.2889495380497298,0.0264362454444996,48.191482803791125,1,0.20999999999999996,0.10289073983341498
Birim South,2018,2.25,867.39,25.07986928104575,88.36908496732026,16.29300653594771,0.7415032679738562,Forest Ochrosol,0,1,2.04,408.6264741167926,643.1725196078431,0.28063249489705244,0.028432016279804125,50.158426656285556,1,0.20999999999999996,0.10289073983341498
Bole,2018,2.25,710.93,26.913660130718952,76.12287581699346,18.610849673202612,0.6249019607843137,Savanna Ochrosol,0,1,2.04,500.886082848477,444.2615509803921,0.34897116900286446,0.022386958853045924,36.25187137972178,1,0.20999999999999996,0.10289073983341498
Bolga,2018,2.25,846.22,28.2543137254902,71.66215686274509,19.13673202614379,0.6070588235294118,Savanna Ochrosol,0,1,2.04,540.6952303473023,513.7053176470588,0.388844963394922,0.02075108748835432,42.02370071277411,1,0.20999999999999996,0.10289073983341498
Bongo,2018,2.25,846.22,28.2543137254902,71.66215686274509,19.13673202614379,0.6070588235294118,Savanna Ochrosol,0,1,2.04,540.6952303473023,513.7053176470588,0.388844963394922,0.02075108748835432,42.02370071277411,1,0.20999999999999996,0.10289073983341498
Bosome Freho,2018,2.25,858.41,25.2018954248366,86.21901960784314,16.513790849673203,0.6926797385620915,Forest Ochrosol,0,1,2.04,416.1788300610876,594.603214379085,0.2889495380497298,0.0264362454444996,49.01337508070204,1,0.20999999999999996,0.10289073983341498
Builsa,2018,2.25,982.24,28.226797385620912,72.67104575163398,19.394771241830068,0.5874509803921568,Savanna Ochrosol,0,1,2.04,547.4522781836046,577.0178509803922,0.38314641929722926,0.020099738354540778,48.16136392770157,1,0.20999999999999996,0.10289073983341498
Builsa North,2018,2.25,982.24,28.226797385620912,72.67104575163398,19.394771241830068,0.5874509803921568,Savanna Ochrosol,0,1,2.04,547.4522781836046,577.0178509803922,0.38314641929722926,0.020099738354540778,48.16136392770157,1,0.20999999999999996,0.10289073983341498
Builsa South,2018,2.25,982.24,28.226797385620912,72.67104575163398,19.394771241830068,0.5874509803921568,Savanna Ochrosol,0,1,2.04,547.4522781836046,577.0178509803922,0.38314641929722926,0.020099738354540778,48.16136392770157,1,0.20999999999999996,0.10289073983341498
Bunkpurugu/Yunyoo,2018,2.25,869.2,27.29248366013072,77.40934640522875,19.059477124183005,0.5939869281045751,Savanna Ochrosol,0,1,2.04,520.1804679823999,516.2934379084967,0.3480769182678803,0.020994513427663872,43.33113942198039,1,0.20999999999999996,0.10289073983341498
Cape Coast,2018,2.25,800.76,25.725686274509805,87.90869281045752,16.29300653594771,0.8337254901960784,Forest Ochrosol,0,1,2.04,419.14877461232857,667.6140235294117,0.28934950522052805,0.03119566254099383,46.3054240068334,1,0.20999999999999996,0.10289073983341498
Central Gonja,2018,2.25,836.16,27.71339869281045,75.98712418300654,18.257320261437908,0.5622222222222222,Savanna Ochrosol,0,1,2.04,505.9723954675551,470.1077333333333,0.35997446309246167,0.019580483252336026,43.42037150799119,1,0.20999999999999996,0.10289073983341498
Chereponi,2018,2.25,816.59,27.527843137254905,77.53875816993464,19.059477124183005,0.5936601307189542,Savanna Ochrosol,0,1,2.04,524.666296552608,484.77692614379083,0.3505001069369189,0.020809849797010598,40.708438956045754,1,0.20999999999999996,0.10289073983341498
Dafiama Bussie Issa,2018,2.25,889.79,27.464509803921565,73.40620915032679,19.56869281045752,0.5762091503267973,Savanna Ochrosol,0,1,2.04,537.44455554274,512.705139869281,0.3691158320998933,0.020243073016047962,43.259433557567334,1,0.20999999999999996,0.10289073983341498
Dangme East,2018,2.25,575.8,26.329477124183004,84.73196078431373,18.196013071895425,0.6945098039215687,Coastal Savannah,0,1,2.04,479.09150992780553,399.8987450980392,0.3071139034183909,0.025412480479072852,29.995812038856105,1,0.20999999999999996,0.10289073983341498
Dangme West,2018,2.25,638.79,25.669738562091503,86.3070588235294,17.31156862745098,0.7181699346405228,Coastal Savannah,0,1,2.04,444.3834407663719,458.75977254901954,0.2940167600191047,0.026928270517857008,34.88450459904271,1,0.20999999999999996,0.10289073983341498
Dormaa,2018,2.25,837.54,25.248431372549017,85.93575163398692,16.30169934640523,0.6348366013071896,Forest Ochrosol,0,1,2.04,411.5923372036396,531.7010470588235,0.2904263309167539,0.02418569674876308,48.40796174012904,1,0.20999999999999996,0.10289073983341498
Dormaa East,2018,2.25,737.23,25.413267973856208,83.52986928104575,16.30169934640523,0.5890849673202614,Forest Ochrosol,0,1,2.04,414.2794539194327,434.2911104575163,0.30064246153465496,0.022302615787767585,42.61026534096919,1,0.20999999999999996,0.10289073983341498
East Gonja,2018,2.25,968.55,27.153856209150327,80.0281045751634,17.988496732026142,0.6069934640522876,Savanna Ochrosol,0,1,2.04,488.45705368020845,587.9035196078431,0.33511651730618763,0.021559869438240852,51.007197339978795,1,0.20999999999999996,0.10289073983341498
East Mamprusi,2018,2.25,926.72,27.95143790849673,74.0692156862745,19.13673202614379,0.5498039215686275,Savanna Ochrosol,0,1,2.04,534.8991770002989,509.51429019607843,0.37234221315578914,0.018990556645453172,46.02137024005817,1,0.20999999999999996,0.10289073983341498
East Nzema,2018,2.25,796.71,25.614901960784312,87.66320261437907,17.18888888888889,0.7431372549019608,Forest Ochrosol,0,1,2.04,440.2917037037037,592.0648823529413,0.28890115860342475,0.027921848293746686,43.802015882712276,1,0.20999999999999996,0.10289073983341498
Effutu,2018,2.25,754.47,25.52888888888889,87.98660130718955,17.31156862745098,0.7529411764705882,Forest Ochrosol,0,1,2.04,441.94511198257084,568.0715294117647,0.2868846378429594,0.028381934110551572,41.20182248444677,1,0.20999999999999996,0.10289073983341498
Ejura Sekyedumase,2018,2.25,806.23,26.296797385620916,81.48228758169934,17.60300653594771,0.606078431372549,Forest Ochrosol,0,1,2.04,462.90269625357763,488.6386137254902,0.3188175080567902,0.022203279850397828,43.33869358386093,1,0.20999999999999996,0.10289073983341498
Ejusu Juaben,2018,2.25,818.23,25.65026143790849,83.46111111111111,16.513790849673203,0.6310457516339869,Forest Ochrosol,0,1,2.04,423.58305262505866,516.3405653594771,0.303693156536442,0.023678782780583156,46.719183015438816,1,0.20999999999999996,0.10289073983341498
Fanteakwa,2018,2.25,683.96,26.16267973856209,82.57660130718953,16.81248366013072,0.6435947712418301,Forest Ochrosol,0,1,2.04,439.85962560980823,440.1930797385621,0.3130383304580667,0.023694082374653806,38.39778960925546,1,0.20999999999999996,0.10289073983341498
Ga East,2018,2.25,656.68,25.936078431372547,87.43620915032679,17.31156862745098,0.8239869281045751,Coastal Savannah,0,1,2.04,448.99420169165705,541.0957359477123,0.2932744254933581,0.030590456224127805,35.86148261572561,1,0.20999999999999996,0.10289073983341498
Ga South,2018,2.25,754.47,25.52888888888889,87.98660130718955,17.31156862745098,0.7529411764705882,Coastal Savannah,0,1,2.04,441.94511198257084,568.0715294117647,0.2868846378429594,0.028381934110551572,41.20182248444677,1,0.20999999999999996,0.10289073983341498
Ga West,2018,2.25,754.47,25.52888888888889,87.98660130718955,17.31156862745098,0.7529411764705882,Coastal Savannah,0,1,2.04,441.94511198257084,568.0715294117647,0.2868846378429594,0.028381934110551572,41.20182248444677,1,0.20999999999999996,0.10289073983341498
Garu Tempane,2018,2.25,769.14,27.84183006535948,73.46888888888888,19.13673202614379,0.5622875816993465,Savanna Ochrosol,0,1,2.04,532.8016410782178,432.4778705882353,0.37387196829136005,0.019495558375634516,38.195870064785844,1,0.20999999999999996,0.10289073983341498
Gomoa,2018,2.25,754.47,25.52888888888889,87.98660130718955,17.31156862745098,0.7529411764705882,Forest Ochrosol,0,1,2.04,441.94511198257084,568.0715294117647,0.2868846378429594,0.028381934110551572,41.20182248444677,1,0.20999999999999996,0.10289073983341498
Gomoa East,2018,2.25,754.47,25.52888888888889,87.98660130718955,17.31156862745098,0.7529411764705882,Forest Ochrosol,0,1,2.04,441.94511198257084,568.0715294117647,0.2868846378429594,0.028381934110551572,41.20182248444677,1,0.20999999999999996,0.10289073983341498
Gomoa West,2018,2.25,754.47,25.52888888888889,87.98660130718955,17.31156862745098,0.7529411764705882,Forest Ochrosol,0,1,2.04,441.94511198257084,568.0715294117647,0.2868846378429594,0.028381934110551572,41.20182248444677,1,0.20999999999999996,0.10289073983341498
Gushiegu,2018,2.25,816.59,27.527843137254905,77.53875816993464,18.594901960784316,0.5936601307189542,Savanna Ochrosol,0,1,2.04,511.8775443291043,484.77692614379083,0.3505001069369189,0.020809849797010598,41.67359457241779,1,0.20999999999999996,0.10289073983341498
Ho,2018,2.25,590.22,26.28549019607843,82.53732026143791,17.37,0.5961437908496732,Tropical Black Earth,0,1,2.04,456.57896470588236,351.8559882352941,0.3146556546680635,0.021848381193289065,32.1295590636908,1,0.20999999999999996,0.10289073983341498
Hohoe,2018,2.25,741.16,25.676013071895422,82.95366013071896,16.94450980392157,0.6093464052287582,Tropical Black Earth,0,1,2.04,435.06745522235036,451.6231816993464,0.30583554108203165,0.022842484129337023,41.30288361725144,1,0.20999999999999996,0.10289073983341498
Jaman North,2018,2.25,706.14,25.93307189542484,80.59653594771243,16.30169934640523,0.586797385620915,Forest Ochrosol,0,1,2.04,422.7531411679269,414.3611058823529,0.31782074562629614,0.02178724312990807,40.81333202375376,1,0.20999999999999996,0.10289073983341498
Jaman South,2018,2.25,737.23,25.413267973856208,83.52986928104575,16.30169934640523,0.5890849673202614,Forest Ochrosol,0,1,2.04,414.2794539194327,434.2911104575163,0.30064246153465496,0.022302615787767585,42.61026534096919,1,0.20999999999999996,0.10289073983341498
Jasikan,2018,2.25,1001.2,24.803529411764707,85.90980392156864,16.94450980392157,0.7190849673202614,Tropical Black Earth,0,1,2.04,420.2836472895041,719.9478692810458,0.2853939175164696,0.027867698090649803,55.794224023951834,1,0.20999999999999996,0.10289073983341498
Jirapa,2018,2.25,889.79,27.464509803921565,73.40620915032679,19.56869281045752,0.5762091503267973,Savanna Ochrosol,0,1,2.04,537.44455554274,512.705139869281,0.3691158320998933,0.020243073016047962,43.259433557567334,1,0.20999999999999996,0.10289073983341498
Jomoro,2018,2.25,922.6,24.91777777777778,89.66346405228758,15.928888888888888,0.7643790849673203,Forest Ochrosol,0,1,2.04,396.9125135802469,705.2161437908497,0.27483813946715246,0.029492462336902524,54.49855605145708,1,0.20999999999999996,0.10289073983341498
K. M. A.,2018,2.25,656.68,25.936078431372547,87.43620915032679,17.31156862745098,0.8239869281045751,Forest Ochrosol,0,1,2.04,448.99420169165705,541.0957359477123,0.2932744254933581,0.030590456224127805,35.86148261572561,1,0.20999999999999996,0.10289073983341498
Kadjebi,2018,2.25,1001.2,24.803529411764707,85.90980392156864,16.94450980392157,0.7190849673202614,Tropical Black Earth,0,1,2.04,420.2836472895041,719.9478692810458,0.2853939175164696,0.027867698090649803,55.794224023951834,1,0.20999999999999996,0.10289073983341498
Karaga,2018,2.25,837.0,27.98777777777778,74.84771241830066,18.594901960784316,0.5773202614379085,Savanna Ochrosol,0,1,2.04,520.4299838779957,483.2170588235294,0.3689996294604772,0.019915988933808026,42.71519202673764,1,0.20999999999999996,0.10289073983341498
Kassena Nankana East,2018,2.25,927.94,28.321633986928106,70.4678431372549,19.394771241830068,0.5539869281045752,Savanna Ochrosol,0,1,2.04,549.2916123713103,514.0666300653595,0.3962849967717096,0.018893453494152078,45.498916805537746,1,0.20999999999999996,0.10289073983341498
Kassena Nankana West,2018,2.25,927.94,28.321633986928106,70.4678431372549,19.394771241830068,0.5539869281045752,Savanna Ochrosol,0,1,2.04,549.2916123713103,514.0666300653595,0.3962849967717096,0.018893453494152078,45.498916805537746,1,0.20999999999999996,0.10289073983341498
Kassena Nankana.,2018,2.25,927.94,28.321633986928106,70.4678431372549,19.394771241830068,0.5539869281045752,Savanna Ochrosol,0,1,2.04,549.2916123713103,514.0666300653595,0.3962849967717096,0.018893453494152078,45.498916805537746,1,0.20999999999999996,0.10289073983341498
Keta,2018,2.25,588.78,26.38705882352941,86.03771241830066,18.196013071895425,0.7966666666666666,Tropical Black Earth,0,1,2.04,480.1392672818147,469.06139999999994,0.3031681105853747,0.029089164769391582,30.671994116425317,1,0.20999999999999996,0.10289073983341498
Ketu,2018,2.25,588.78,26.38705882352941,86.03771241830066,17.20967320261438,0.7966666666666666,Tropical Black Earth,0,1,2.04,454.11265913110344,469.06139999999994,0.3031681105853747,0.029089164769391582,32.33336444036065,1,0.20999999999999996,0.10289073983341498
Ketu North,2018,2.25,588.78,26.38705882352941,86.03771241830066,17.37,0.7966666666666666,Tropical Black Earth,0,1,2.04,458.3432117647059,469.06139999999994,0.3031681105853747,0.029089164769391582,32.05117038649973,1,0.20999999999999996,0.10289073983341498
Ketu South,2018,2.25,588.78,26.38705882352941,86.03771241830066,17.20967320261438,0.7966666666666666,Tropical Black Earth,0,1,2.04,454.11265913110344,469.06139999999994,0.3031681105853747,0.029089164769391582,32.33336444036065,1,0.20999999999999996,0.10289073983341498
Kintampo North,2018,2.25,742.71,26.367908496732024,79.84261437908496,18.257320261437908,0.615032679738562,Forest Ochrosol,0,1,2.04,481.40735004912636,456.7909215686274,0.32616348072426693,0.02247276878362855,38.56767140583159,1,0.20999999999999996,0.10289073983341498
Kintampo South,2018,2.25,742.71,26.367908496732024,79.84261437908496,17.640849673202617,0.615032679738562,Forest Ochrosol,0,1,2.04,465.1523099876116,456.7909215686274,0.32616348072426693,0.02247276878362855,39.843140898651846,1,0.20999999999999996,0.10289073983341498
Komenda Edina Eguafo Abirem,2018,2.25,800.76,25.725686274509805,87.90869281045752,16.29300653594771,0.8337254901960784,Forest Ochrosol,0,1,2.04,419.14877461232857,667.6140235294117,0.28934950522052805,0.03119566254099383,46.3054240068334,1,0.20999999999999996,0.10289073983341498
Kpandai,2018,2.25,1110.49625,26.52248366013072,83.77111111111111,17.988496732026142,0.6655555555555556,Savanna Ochrosol,0,1,2.04,477.0996106454782,739.0969486111111,0.31287172378060724,0.02418224909402651,58.48257846167614,1,0.20999999999999996,0.10289073983341498
Kpando,2018,2.25,840.42,26.73718954248366,80.59241830065359,17.37,0.6069281045751634,Tropical Black Earth,0,1,2.04,464.4249823529412,510.0745176470588,0.3276920833987523,0.02188138432863078,45.749591725639625,1,0.20999999999999996,0.10289073983341498
